area_sqft,bedrooms,bathrooms,floors,age_years,location_score,price
3575,2,1,1,4,4.63,20714106
1354,2,2,1,49,1.83,6513259
2200,3,2,1,5,8.46,17209442
1757,1,4,2,13,5.2,11627664
1699,3,1,1,48,3.37,9145779
3715,1,3,2,17,1.64,19286313
742,2,3,3,9,6.76,7793942
3950,4,3,2,22,1.38,21541354
4952,4,2,1,17,8.12,29968009
1478,4,1,3,3,7.94,12349017
4758,4,3,1,31,3.91,26679212
1557,5,1,3,46,5.25,11585029
3934,1,4,1,5,7.02,24853130
2141,4,3,2,25,9.63,14480903
2609,5,1,1,5,5.68,17664076
1210,5,2,2,34,9.97,11823691
4640,5,4,2,40,3.93,25457931
4937,3,4,3,42,5.74,27488403
4309,3,4,2,4,2.04,24504511
2469,5,4,2,13,6.01,17676340
2472,4,2,2,1,5.83,16803705
423,1,2,3,39,8.64,6226545
3458,2,3,1,12,9.97,23142614
1085,3,2,1,4,9.88,10342838
2716,4,2,2,46,3.13,14154058
1096,4,4,2,35,4.05,8254977
4472,2,2,1,35,3.47,23540763
4454,2,4,2,49,2.8,23102285
2236,4,1,1,18,2.35,12985276
2456,2,1,3,19,5.61,14792566
4107,4,1,2,21,8.85,25238522
1601,2,1,2,30,6.31,10864681
4463,2,1,1,40,8.85,25825443
3440,4,1,1,46,9.64,21407974
3536,5,1,3,43,4.45,19980671
2652,4,4,2,3,8.52,19496581
2232,1,4,1,2,1.47,12558983
3021,2,4,3,36,5.33,18145782
664,3,4,1,24,4.31,6863386
2690,2,2,1,48,2.84,14163565
1246,1,2,3,36,4.95,8036002
1677,3,3,3,3,4.99,12201958
1739,3,2,3,38,8.28,11879142
3480,4,4,3,6,8.82,23481418
640,5,4,3,6,6.91,9143375
3289,4,1,3,48,6.7,18040146
682,3,1,2,24,1.99,4244467
1856,3,3,3,14,6.18,13971639
599,5,2,2,6,3.47,7646827
438,2,4,1,46,3.65,3312537
658,5,2,1,3,1.85,6757741
1822,4,3,3,33,6.72,12840186
3756,2,1,1,44,6.25,20591710
1927,4,4,3,43,2.98,11079093
1603,5,1,3,41,3.37,10241217
1434,2,4,2,18,7.96,11282844
2486,5,1,1,46,8.14,15857900
3470,1,1,3,48,5.44,18952339
4135,3,3,1,37,2.34,22224980
2451,2,2,2,26,1.5,12951710
1537,3,1,1,4,3.44,10746048
4035,1,4,2,12,7.58,24219450
3134,2,2,2,45,6.41,18153787
4560,3,2,2,13,7.46,27652019
1298,3,1,3,29,5.25,9580171
2867,2,1,3,46,7.79,17649928
1607,3,1,1,47,5.33,9835277
956,3,2,3,9,1.76,8061491
2960,2,3,3,31,1.72,16463126
2511,3,1,1,0,8.48,17361776
2209,3,2,2,23,6.67,14799233
4030,4,2,2,28,3.51,23106752
2346,4,4,1,42,7.81,15994205
3462,1,1,3,6,2.22,19156490
1440,4,3,1,30,6.81,10676465
566,4,4,1,16,9.91,8980534
2145,1,1,3,29,2.35,11307703
2008,3,4,1,24,2.28,12033618
3930,3,1,3,27,5.21,22522266
3511,4,4,3,35,6.78,21426594
2593,1,3,1,6,1.24,15156085
4032,3,4,2,34,5.5,23568757
4129,5,4,3,19,1.75,23758460
1810,2,4,2,13,3.17,11340951
775,2,1,3,49,7.41,6871191
1276,2,1,2,49,7.65,8242430
1507,4,3,1,29,7.57,11318666
2260,2,4,3,0,1.59,13901801
857,2,2,1,37,8.08,6595359
1182,5,4,1,40,4.89,9332932
2494,3,2,1,24,5.28,16259105
2967,5,2,3,33,4.78,17332259
4977,4,4,1,7,8.71,29769954
1910,2,2,1,19,7.12,13181650
3788,3,2,3,29,5.5,22123017
2754,2,4,1,3,8.51,18014917
4794,2,1,3,20,8.25,27507377
2246,4,4,1,26,1.05,13667007
3108,2,3,2,9,5.31,19524131
4125,1,2,1,22,1.38,22090013
3836,3,3,2,32,3.76,20866840
4102,3,2,3,10,8.23,25554701
4477,1,1,2,40,9.5,25457040
4999,4,2,3,18,3.18,28458314
2270,2,4,1,10,1.19,13061213
4122,2,2,2,3,4.62,23856056
3119,3,3,1,22,4.02,18509779
1202,4,4,2,4,7.09,11840167
664,4,3,3,48,5.46,5628142
4558,4,1,3,49,4.59,24644710
3419,2,3,3,4,3.07,20745600
2858,4,3,3,17,8.46,19733269
2163,1,3,1,16,3.24,12640926
415,5,4,1,2,1.49,5674250
2684,4,1,1,42,6.08,16128577
4235,5,1,1,48,3.86,22710759
2790,2,1,1,7,7.41,18283096
1242,4,3,3,39,1.73,8181559
2024,3,4,1,22,9.7,15460902
2634,2,4,1,22,2.68,15625710
3067,1,4,1,1,4.21,18639118
1437,1,3,3,38,5.33,9028604
2827,5,1,3,20,9.01,20100407
4417,5,3,3,23,7.5,25867091
3720,3,4,3,37,2.3,20532066
4206,3,3,1,19,4.95,24059584
3937,1,2,1,49,5.89,21283888
3253,4,1,2,38,7.32,18902712
2667,1,1,1,49,6.15,14678348
4521,1,4,3,26,5.12,25699592
576,3,3,3,43,7.89,6537126
2299,5,4,1,38,4.4,13870305
1527,3,3,2,6,9.88,13287336
4052,3,2,3,32,9.53,25073622
4035,3,1,2,28,7.37,23570506
995,1,1,3,9,8.94,8553593
1609,4,3,3,9,4.54,11924013
4452,1,1,1,11,6.23,25944856
3534,2,3,3,2,3.45,21027772
4414,3,4,2,2,8.97,27398619
2611,3,2,2,12,5.24,16472972
3141,2,3,1,44,5.83,17678350
4508,3,2,3,30,8.78,26427585
3859,3,4,2,26,8.18,24440956
3698,3,4,1,5,3.9,22000488
841,2,4,2,26,1.79,5709435
2994,1,3,1,34,2.46,15727702
4974,3,2,2,46,4.05,25387795
1388,4,2,3,8,3.75,10778641
3663,2,1,2,5,1.34,19905573
324,5,3,2,5,4.89,5006031
1872,2,1,1,39,1.95,8890428
3258,1,1,1,25,2.99,17360124
4536,2,3,1,42,8.09,26280936
2067,5,1,2,18,5.45,14474041
2535,4,1,1,15,4.36,15996668
500,5,1,3,40,2.67,4268907
3498,2,4,1,22,8.8,22151209
556,5,3,1,10,9.13,8731197
4047,2,4,3,15,5.67,23734819
4942,4,1,1,28,9.29,28726681
2541,4,1,1,37,5.18,14984518
3475,1,4,2,48,1.97,17281211
3906,4,1,2,47,1.15,18997937
3636,3,3,1,19,2.16,20543979
713,5,2,3,20,6.6,8274228
2314,5,4,1,27,3.89,13873054
1681,2,2,1,49,6.83,9721184
1398,4,2,1,32,5.57,10036632
3726,1,2,2,49,4.0,18707022
3955,1,4,3,39,2.97,21076798
1209,1,1,3,25,1.73,7357836
487,3,3,3,9,8.04,7420212
4344,4,1,2,33,8.37,25948862
4056,1,3,2,8,5.87,23675326
2315,3,1,1,35,2.41,12374129
2392,5,2,2,10,3.37,15716071
3944,2,2,1,9,9.6,25096185
2430,4,3,2,45,3.03,13085021
657,4,4,1,6,1.51,5579711
2722,5,1,2,37,5.95,15877545
4557,4,2,3,15,3.36,26767284
4845,4,3,1,25,9.62,29055300
1797,4,1,2,31,6.17,11753610
2458,4,3,2,30,9.69,17412072
2855,3,4,1,31,8.07,17475350
2642,3,4,2,44,7.51,16326873
3251,2,1,3,11,8.47,20846552
1538,4,4,1,26,6.44,11130024
1273,5,1,1,21,1.1,7526963
4265,1,1,1,14,4.53,23398414
1350,2,4,1,7,2.97,9392655
4001,1,3,1,3,4.91,23109377
3080,1,3,3,7,5.23,18245347
1888,4,1,1,22,2.15,10499659
4178,5,2,3,15,1.21,24103246
2668,1,1,3,47,2.24,12680783
736,1,3,3,33,8.72,7264729
3128,2,1,1,21,7.8,19077906
1856,5,3,3,48,8.19,12966032
4158,5,4,1,22,3.49,23954451
1604,1,1,3,4,3.12,10339857
2684,5,1,1,36,1.34,14298384
482,2,4,2,43,5.25,5086723
1889,2,4,2,6,4.44,12644323
1887,2,2,3,36,8.52,12675223
959,4,4,2,25,7.14,9657382
459,1,2,3,27,2.3,3219899
4253,5,4,3,3,9.88,28092847
1311,2,3,3,48,7.94,9179322
352,1,1,2,31,7.48,5026100
2607,1,4,3,37,2.95,14859015
1528,4,3,2,45,9.15,11057019
1335,5,4,2,8,5.27,12189756
4002,5,1,1,35,3.68,20999382
4345,2,4,2,25,6.89,24593427
4749,2,4,1,10,2.91,25667188
1564,1,1,3,19,9.17,11436699
2184,5,4,3,47,8.69,15079996
2109,5,1,1,47,5.18,12081030
3467,2,2,3,47,2.72,17418267
4097,3,4,1,37,5.47,23403965
2641,1,3,1,14,2.34,14808817
3714,5,4,3,34,3.43,21858685
1117,4,1,1,8,5.34,9801894
2737,4,1,1,32,1.19,14658835
1188,3,3,1,10,7.89,11062430
967,2,3,3,21,2.77,6916448
2924,2,1,3,5,8.8,18985292
4532,2,2,3,36,1.2,22552091
4823,4,2,3,49,5.79,25527625
1118,2,1,3,20,7.99,9883686
2488,4,2,2,11,3.14,15586146
1406,3,3,2,6,7.37,10461335
2524,1,2,1,1,7.49,17200169
497,5,3,2,38,6.74,6175465
2971,3,4,3,40,4.28,16725741
3792,4,3,3,23,8.07,23290376
2748,3,4,3,25,6.66,17625674
770,5,3,1,24,6.31,8482007
2248,1,3,1,19,8.37,15170595
4199,5,2,1,39,3.2,22478743
2310,4,3,1,40,3.09,14309722
4100,5,1,1,41,4.48,23050243
4418,3,4,1,43,1.66,23403087
4096,2,4,2,1,4.04,24729518
4288,3,3,3,41,4.66,24294904
534,4,1,2,34,5.46,5564347
1228,1,3,1,32,3.29,7416178
3907,5,3,3,16,9.16,25502360
822,1,2,3,21,3.57,5447702
3823,4,3,3,0,8.66,24208438
4826,5,3,2,36,5.0,27584673
1929,3,2,3,29,7.46,14338962
4928,3,2,1,45,2.0,24950899
1616,4,1,1,5,5.9,12933951
3157,5,2,2,40,9.65,21112668
1424,3,4,2,13,7.0,11511966
2887,4,4,1,35,8.38,19291601
1323,4,1,2,32,3.35,8871366
1678,1,3,3,37,8.2,11507513
3674,3,1,2,38,4.16,20299894
1819,5,2,3,5,5.37,13986023
526,3,3,3,25,2.69,3924426
1191,3,1,3,23,5.37,10247471
4372,3,1,3,32,5.64,24028951
2557,4,4,3,7,6.6,18122981
3088,2,1,1,43,8.82,19185216
696,2,3,1,42,3.74,4589929
2378,1,1,1,33,9.86,14962969
4724,3,1,3,33,8.63,27536932
3537,2,2,2,23,4.63,20014071
4193,1,1,2,1,3.04,24042893
2305,4,3,3,7,1.64,14162885
2316,3,4,2,24,3.11,13837950
3471,5,4,3,29,8.96,22694752
2968,4,4,2,31,3.63,16897743
2178,1,4,3,29,2.24,12110291
1496,4,2,2,6,1.2,9788503
2072,5,3,2,47,3.68,11748214
461,4,2,1,23,2.95,4274782
4276,1,4,2,8,1.92,24017841
2051,5,2,2,15,9.56,15028453
1075,5,1,3,1,3.41,9846305
1239,4,3,2,34,1.06,7256779
3520,5,1,2,33,9.5,22413503
839,4,2,2,21,6.21,8530172
1761,3,1,2,18,1.75,10035303
655,5,2,2,48,1.28,4311994
3904,4,2,1,20,1.97,20903351
3623,3,3,2,11,6.32,21694137
534,5,3,3,10,1.56,5721111
1848,3,3,3,18,6.11,13153936
2396,5,4,2,5,6.87,18060301
4513,1,3,2,41,2.33,22409466
2401,1,1,2,13,5.4,15110177
1973,4,3,1,32,9.67,14374451
2400,2,3,3,46,8.53,15191163
3957,1,3,1,37,7.51,21416199
4953,2,2,1,12,5.66,27962936
3896,3,2,2,25,4.55,22517657
4048,3,3,2,13,5.06,23753153
3473,2,2,3,44,7.88,20075124
2115,4,2,2,23,5.99,15136878
4141,5,4,3,47,7.88,24722018
2305,2,1,1,0,9.73,15964815
4793,2,2,3,45,6.76,25570744
974,2,1,3,44,6.43,7716911
686,2,2,3,29,4.66,5530826
2458,2,3,1,9,2.77,15190771
2961,4,2,1,9,4.37,18152590
2364,1,2,2,27,5.68,14430319
4151,5,1,2,3,1.31,23392675
3553,1,3,3,13,5.28,20995472
4936,2,4,3,11,8.76,30202206
4566,1,1,1,37,9.79,25408362
1039,4,3,1,46,8.7,8960187
1701,3,3,1,36,2.55,9960966
3559,1,1,3,9,2.4,18974765
2577,5,2,3,40,4.54,16883596
4204,4,3,1,26,3.03,23193769
4223,3,4,3,41,7.08,24013206
4514,4,2,1,11,1.76,25709081
3527,2,1,2,21,4.99,19549735
3131,3,1,1,3,3.52,18350533
4058,5,1,3,28,6.36,24154191
2812,3,1,3,35,8.17,17327490
2451,5,4,3,44,9.31,17290819
3975,2,4,3,13,9.67,25713830
3045,5,3,1,11,4.16,18696332
4166,4,4,1,44,8.7,25493418
4064,1,1,2,19,6.33,23046447
2522,4,4,1,44,7.23,16051633
3092,4,2,2,22,8.66,20028576
1997,3,2,1,21,2.17,11529968
3762,2,3,1,33,9.53,22785905
4363,1,1,3,20,5.93,25560124
1824,5,4,2,8,4.02,13637441
332,3,3,3,9,4.05,4753035
4325,2,3,3,48,7.76,24518460
2866,1,4,1,9,7.11,18192952
3103,4,3,1,44,7.57,19278391
4196,2,1,2,29,3.28,22385903
4009,2,4,2,32,2.53,20945813
1019,2,2,1,1,7.5,9898391
4879,4,2,2,48,3.69,25456045
1272,5,4,1,31,3.0,9161646
4018,3,3,1,44,2.93,21690272
4702,5,3,1,16,2.34,26253090
4852,1,2,2,27,4.84,26265207
2507,3,2,3,44,3.35,14010304
4726,1,1,2,16,9.04,27414759
4620,4,3,3,13,7.2,28124905
3330,5,1,2,9,7.69,21880246
3875,2,2,3,33,4.63,21083638
3416,3,2,3,13,6.4,21839009
3585,2,2,2,16,5.51,20268473
943,1,2,2,36,2.51,5822699
494,2,1,3,21,1.43,4431748
4296,2,2,1,17,7.15,25534480
788,4,4,3,34,2.09,5497164
2504,4,3,3,47,1.52,13960532
2957,5,2,1,17,4.98,19529138
3576,1,3,3,29,7.64,21246028
1402,4,2,1,36,7.92,10627695
1541,4,1,1,39,8.86,11734527
815,5,3,2,5,2.79,7404692
692,3,1,3,14,9.87,7990990
930,5,2,3,34,7.87,9158606
4016,2,4,1,25,2.41,21862267
2147,2,4,3,40,8.57,13994829
2955,4,4,1,26,5.49,18513599
1279,4,4,3,29,1.6,8360631
4829,5,4,3,10,2.19,27958828
3702,5,1,1,23,4.91,21768324
4171,1,4,1,13,5.77,24330152
577,2,2,3,22,9.53,7539850
532,5,1,3,8,2.94,5209265
1852,3,1,1,41,5.27,10316429
3570,1,4,2,46,3.03,19560663
2709,5,3,2,17,6.03,18699160
3812,4,2,3,38,9.18,23243388
325,5,1,3,18,6.11,6033491
760,4,2,3,4,5.59,7550787
4064,4,3,1,17,7.75,24276552
3731,2,1,3,32,2.33,18263278
3783,2,2,3,43,9.15,21835366
2294,5,4,3,37,6.2,15024940
790,5,1,2,12,7.18,9075526
1372,3,1,3,48,8.37,9741414
3473,1,1,3,8,6.72,21235881
515,1,1,1,25,6.77,4998030
2023,5,4,2,0,7.57,16175555
1892,2,3,1,11,1.47,11165442
2906,3,3,3,23,4.44,17735552
458,1,2,3,0,9.67,6439058
3613,5,4,3,3,3.32,22490926
3141,2,4,3,6,5.88,20029153
2076,2,2,3,27,2.58,12845483
2352,2,4,1,36,3.91,13687667
2595,4,4,3,4,7.45,19499882
1996,2,1,3,38,6.79,12152553
3293,5,1,2,31,4.73,18929925
2769,3,1,2,48,9.44,17960228
2246,5,4,3,30,7.98,16053350
4109,2,4,3,43,3.41,21704968
3083,3,3,3,14,5.19,19251651
3944,1,1,3,2,8.9,24725290
2800,1,2,3,48,1.2,14346974
3945,5,4,3,45,6.23,22815638
2945,3,1,1,46,3.09,15781516
2649,5,3,1,46,1.57,15199102
2232,3,1,1,14,9.22,16456790
3594,3,3,2,42,8.35,22414142
2057,5,3,3,17,2.67,13559047
1416,3,4,2,20,8.53,12294110
2867,2,3,2,9,2.32,16426059
3799,3,3,2,20,5.29,23642202
792,3,2,1,25,7.53,8120624
3606,5,3,3,40,5.8,21515043
919,1,2,3,2,8.66,9581738
3532,4,2,2,0,6.55,21613776
4123,3,1,1,20,4.89,22235834
2680,4,1,2,10,9.33,18285399
1846,3,4,2,15,1.33,11241160
3863,5,4,3,34,5.4,23349371
1905,5,4,1,20,6.95,14659202
4052,3,3,3,40,8.52,24117921
4975,5,1,2,10,5.87,29384658
2190,5,3,3,30,8.97,15998128
1575,3,1,2,48,4.84,9859065
3043,1,3,1,0,3.85,17939911
2793,3,4,3,40,9.76,18361918
656,1,1,3,31,7.0,6075589
1169,5,1,3,2,4.83,9940898
1185,1,2,3,31,8.9,8839315
2301,5,1,3,41,7.15,15143475
1583,1,1,1,4,6.74,12687431
919,1,3,1,42,7.56,7125338
1182,3,4,3,36,7.64,10189680
1096,1,2,2,11,5.44,8436713
3942,5,3,2,13,4.77,24067311
3725,3,1,3,43,9.18,21489710
1596,1,3,3,8,5.48,11082264
544,3,4,1,6,2.94,6251124
3195,4,2,1,15,5.69,19632414
1229,3,3,3,27,1.31,6936473
819,4,1,3,6,7.51,8939439
3512,4,3,2,13,2.14,20827446
2709,3,1,1,31,2.01,14236236
307,5,2,3,7,9.52,6708918
2825,5,2,1,26,7.95,19433341
3723,5,3,3,49,4.73,21164255
2319,2,2,3,2,3.16,15523386
4890,4,4,3,26,8.59,29712224
4582,3,3,3,29,9.72,27473101
3967,5,1,2,33,5.58,23094315
3971,5,3,3,25,6.22,24301714
3101,3,1,2,36,3.19,17798145
385,4,2,2,39,6.3,5537613
3415,3,1,3,21,4.61,20261751
4532,2,1,1,31,8.61,26195840
2768,2,1,1,40,4.39,15086318
3919,3,1,3,1,6.84,24041106
1936,4,4,3,46,2.83,12000060
3883,5,1,3,7,1.82,22231587
4309,2,3,1,41,1.36,21767564
3626,2,4,1,6,4.74,21810310
2518,4,1,3,18,2.47,14715027
2517,2,1,1,32,9.94,16187323
2669,2,1,2,1,8.19,18172182
3938,4,4,1,2,7.24,25096489
2803,3,1,1,27,8.23,18434878
1243,5,1,3,13,3.36,8795061
3137,5,1,2,14,8.91,21330181
2960,2,2,3,20,9.96,19493092
3236,5,3,1,13,3.61,19550073
4744,3,1,2,39,9.86,26425308
4247,2,3,3,17,3.88,23714312
1976,5,2,1,48,1.11,10733543
1496,1,2,2,38,4.3,8454034
4405,1,1,3,19,9.98,26278849
3087,1,3,2,0,6.72,19670948
1761,1,4,1,8,7.26,13160277
3618,1,1,3,8,3.15,21231386
966,2,4,1,42,2.31,5667415
2476,4,2,2,37,8.97,17963216
4043,4,2,1,38,4.72,23745804
900,2,3,2,28,1.04,6335514
2952,2,4,3,14,3.65,18378830
4722,3,4,1,19,2.76,26287163
4124,4,1,3,37,6.43,24451294
4206,1,3,3,40,7.81,25060094
1279,2,3,3,29,5.48,9342812
2751,1,4,3,46,2.67,14706508
928,4,2,1,25,1.52,6633600
1929,5,3,1,5,3.82,13622456
3996,5,2,3,38,8.25,24968675
3730,2,1,3,16,4.78,20896158
3974,3,3,2,5,3.27,23400462
4229,1,3,3,27,1.19,21527201
3065,2,1,2,8,5.46,18689581
4669,3,3,2,26,7.16,26840886
415,1,4,3,34,2.71,3481095
2303,4,4,1,45,5.83,13408960
992,5,1,2,5,4.79,9425462
3462,3,2,1,3,7.34,21853603
1405,1,2,3,15,8.75,11956220
3308,2,3,3,22,3.76,19066710
2461,1,2,3,47,9.14,15681503
453,2,2,3,22,7.36,5826340
3999,5,1,2,28,1.33,22027380
4710,5,2,2,40,8.12,28552465
4086,1,2,1,3,5.45,23428197
1364,1,2,1,39,9.51,10429469
4500,2,4,2,39,3.91,23691990
2213,2,4,3,23,6.32,14724359
1516,3,1,1,5,9.61,12000201
2701,3,3,2,39,3.44,15562928
2072,3,1,1,5,5.25,13664453
2260,1,3,2,13,7.77,15831630
3080,3,3,3,13,7.22,20240305
3171,1,2,2,49,8.55,18204603
960,5,2,1,44,5.68,7810783
2935,4,1,2,46,3.87,16654053
2629,5,1,1,34,5.82,15913470
4254,1,1,1,5,4.15,24380188
2750,1,4,1,22,2.59,15322702
1432,4,4,3,19,5.99,10185395
999,2,4,3,16,1.44,7228953
2338,2,4,2,19,1.33,13148057
4947,2,4,2,47,1.58,25025390
4800,3,2,1,5,7.05,27511095
4857,2,3,3,39,4.66,26498523
2479,3,4,2,27,5.45,15380221
3138,3,1,2,12,4.09,18364488
1173,2,3,3,28,3.28,8455542
383,2,4,1,44,4.22,2399392
1722,4,4,2,19,2.74,11741891
2975,4,2,1,16,7.11,19364666
3480,3,2,3,34,1.92,18836707
4616,4,2,3,44,5.65,26242889
4275,3,4,2,38,5.29,24533109
1691,1,2,2,36,3.72,9707983
3518,3,4,3,42,1.92,18532057
4507,3,3,1,22,7.33,26292787
914,4,3,1,17,6.13,8610413
3271,1,4,3,35,8.29,18804542
3865,5,1,2,19,3.12,21872810
3876,5,4,3,6,8.12,26175817
4870,5,3,2,35,3.63,26756402
570,1,3,1,41,2.01,3557645
4366,2,4,2,0,2.21,25350286
2768,1,4,1,48,2.99,14991754
1690,4,4,3,36,7.14,12297016
3654,3,3,2,48,3.2,19323552
4435,3,1,1,34,6.43,24951563
3907,4,4,2,40,3.31,21261159
2883,4,3,1,2,4.29,18130514
4373,3,4,1,34,9.01,26619404
3375,2,3,3,28,5.5,19477363
4206,2,4,3,8,6.4,25795262
589,2,3,2,36,2.7,4423676
2780,4,4,1,41,2.18,15367189
3552,3,2,3,46,4.72,19731548
578,3,4,2,24,8.7,8010969
3224,3,3,3,11,3.17,20007011
880,1,4,2,37,6.6,6619947
553,1,1,3,6,8.85,6967243
4576,5,4,3,6,9.41,29544463
1124,1,4,1,3,9.94,11372876
4132,2,4,1,44,7.87,23798877
999,2,1,3,46,1.68,5976765
1680,2,1,1,30,8.84,11406677
4196,2,1,3,49,8.97,23042000
1973,5,2,2,49,6.02,12779898
3027,2,1,3,38,1.61,15740544
3456,4,2,3,9,5.29,21427669
3688,4,4,2,47,2.9,20453719
4607,4,2,2,22,4.98,25510211
683,1,4,1,25,7.52,6057166
641,3,2,2,22,7.01,6008266
2287,5,1,1,28,8.02,15238238
4359,4,1,3,7,5.29,26521852
3409,4,2,2,18,5.6,20043422
4382,2,2,3,28,9.42,26247365
4815,4,1,1,42,6.68,26849467
3098,2,4,2,5,7.73,21305536
3540,2,4,1,28,6.98,20710976
2288,3,4,1,23,6.76,14892957
3714,1,4,2,9,9.22,24225520
2149,2,3,2,13,4.21,13242857
605,2,4,1,5,4.85,7369732
3913,3,3,2,3,4.42,23661451
3049,2,3,1,14,7.89,18668208
1435,5,1,3,36,8.82,11879594
505,1,1,3,47,4.22,3538846
4891,5,2,2,38,2.28,26045959
3750,4,4,2,27,5.45,22066966
4111,1,4,3,1,9.86,27306752
3922,4,1,1,12,2.83,20967654
3899,2,1,1,1,5.07,22166651
2851,3,1,1,40,3.44,15116735
4608,5,2,2,31,9.3,28151761
609,4,4,1,4,5.96,7877765
3008,2,2,2,2,6.21,18870725
2291,5,3,2,1,1.07,14997972
571,5,3,2,13,6.88,6988225
3942,4,4,3,39,3.76,22395743
4386,2,1,1,43,5.62,23327997
2122,3,1,2,48,5.78,12757524
3573,4,2,1,28,6.33,21493808
4838,5,3,3,47,8.41,28634903
4649,5,3,1,37,3.69,25315654
820,1,4,3,5,3.31,6855620
1276,2,3,2,49,8.16,9291222
4022,1,1,2,33,7.47,22019092
3851,3,1,3,7,3.03,23274633
4405,4,1,2,45,1.01,23182896
3073,5,4,1,1,6.99,20282802
2852,2,2,1,25,2.41,15738053
3132,5,3,3,16,9.61,22345115
4207,1,4,1,23,6.44,24014751
452,1,2,2,30,8.65,5345031
3264,4,4,2,15,8.25,22260325
3216,2,3,2,49,6.02,18714455
3100,2,1,1,20,4.95,17123974
2052,4,2,2,37,5.47,13056693
2910,1,2,1,25,8.23,17881637
4175,1,4,3,16,6.76,23949762
1404,1,4,2,49,2.85,6806707
2836,5,1,3,45,6.48,16711558
4499,3,4,1,41,4.64,24658877
4154,1,3,1,3,1.55,23435772
3794,3,3,3,49,4.43,19351212
2214,3,3,2,42,3.05,12549323
3372,2,3,2,47,8.55,19453756
1306,4,1,2,3,1.94,9621619
706,5,1,3,18,4.25,7489077
466,3,1,1,37,7.26,5658020
808,5,4,3,24,9.08,9673214
1961,2,1,1,7,4.02,12345098
3964,1,2,2,17,6.46,23720448
3789,3,2,2,17,4.36,21773426
980,4,2,1,47,2.83,5960024
2824,2,4,2,6,3.93,17360912
2420,5,4,3,16,6.72,17405580
4977,1,1,1,2,7.45,28231648
4657,5,3,2,21,4.34,26724229
1663,4,2,2,14,2.37,11009107
1631,3,4,2,30,2.26,10575942
2592,4,2,2,35,8.31,16848103
1838,5,1,1,25,6.88,11815023
3708,5,4,1,47,7.55,21864779
860,4,3,2,13,5.39,9135489
1399,4,3,3,16,5.12,11071545
2203,4,4,3,8,2.9,14362914
474,1,3,3,6,2.52,4423530
2456,5,1,3,45,2.39,13822776
2530,2,3,1,26,9.93,16828413
4587,1,2,1,27,8.39,26304671
4460,1,2,3,11,6.64,25672837
4220,1,2,1,16,2.93,22375857
1797,2,4,3,8,4.04,12358200
4154,4,4,2,43,4.16,23022532
3471,5,4,2,43,5.3,20397130
1867,3,4,3,7,4.8,13415824
1451,3,4,1,26,9.41,12617716
668,5,1,3,41,7.49,6731770
342,2,4,1,11,1.73,4621864
2207,3,3,2,36,4.24,13150101
3790,1,1,1,19,2.2,19699109
2835,3,4,3,0,3.51,18377324
4473,5,3,2,8,9.63,29091107
3173,1,1,2,46,7.35,17396217
2124,3,2,1,23,1.07,11130824
1593,5,1,2,33,3.96,10897276
3686,2,4,2,35,4.95,21529848
3272,5,1,1,3,6.42,21396854
4222,2,1,2,28,5.5,23137311
1292,1,2,3,22,1.63,7586178
2686,5,1,1,34,5.64,15736669
2540,4,1,1,15,2.17,15383003
1776,4,2,1,7,5.67,13157395
3707,4,4,1,26,3.21,21393540
689,4,3,3,38,2.3,5279829
1299,4,1,1,11,3.59,9432863
4920,2,2,3,43,1.9,25264457
2155,5,1,1,3,3.56,14398754
958,1,4,1,46,8.8,8343666
3063,4,4,2,24,3.76,17717677
3963,4,2,2,5,5.23,23623581
1781,1,3,3,2,5.68,12745634
4031,1,3,2,38,2.6,20902355
751,4,1,1,23,4.98,7147931
2775,2,2,3,20,8.68,17615488
3522,1,3,2,5,1.72,20019235
1837,5,4,1,32,9.31,14189473
3393,5,3,2,7,8.84,23477537
1182,2,2,2,32,8.7,9787075
4708,3,4,2,47,2.79,24742264
4368,2,1,2,2,5.36,24987042
2866,4,4,1,1,6.55,19721235
3577,3,3,2,37,1.9,18897015
674,4,3,3,39,6.01,6520343
4846,5,3,3,38,8.56,29195315
3997,1,1,2,38,9.43,23894834
3362,4,3,3,23,3.5,18994626
4990,5,2,2,20,3.6,28483362
3550,2,1,1,17,3.44,20375246
4895,4,4,1,34,2.38,26294719
4859,5,3,3,10,4.88,28220468
412,1,2,3,10,8.06,6613736
3497,4,2,2,2,7.41,22657581
2678,5,1,2,22,9.1,20186097
2224,4,2,2,0,4.2,15367063
439,1,1,1,22,6.15,4462741
1724,4,1,2,21,7.9,12195214
3249,4,1,1,41,9.08,19390925
3468,5,4,3,29,8.85,23122835
816,3,4,1,1,5.19,7589259
2916,4,2,3,16,9.16,19144181
1187,3,4,1,40,5.0,8783153
3404,2,1,1,49,9.13,19484291
349,4,1,2,19,7.99,6058031
4251,3,4,3,8,2.99,24990307
3860,2,2,1,10,9.37,24078301
318,5,1,1,16,3.18,3614499
1773,4,4,3,13,9.18,14506987
4361,5,3,1,17,6.54,26555505
2906,2,2,3,17,7.01,18467392
751,5,2,3,43,1.98,5996590
4065,5,2,3,49,1.59,21566890
2738,1,3,1,7,9.72,18347427
4610,2,1,1,28,4.03,25415168
1849,5,2,2,7,8.6,15771717
3774,3,4,3,25,7.34,22853938
427,2,2,1,27,6.44,5292389
3061,1,4,1,7,7.17,19906151
4756,4,2,3,19,1.8,26269887
